Mesh File, Bekker K_phi Frictional Modulus, Bekkar K_c Cohesive Modulus, Bekkar_n Sinkage Exponent, Mohr Cohesion in Pa, Mohr Friction in Degrees, Janosi Shear in Meters, Elastic Stiffness K in Pa/m, Verticle Dampening R in Pa s/m

